Title,track_id,artist,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
Uptight (Everything's Alright),0Hw6SCrtU9pFCjgAONpnGZ,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,0.593,0.642,5,-9.894,0,0.0304,0.186,0.0,0.129,0.919,133.281,audio_features,0Hw6SCrtU9pFCjgAONpnGZ,spotify:track:0Hw6SCrtU9pFCjgAONpnGZ,https://api.spotify.com/v1/tracks/0Hw6SCrtU9pFCjgAONpnGZ,https://api.spotify.com/v1/audio-analysis/0Hw6SCrtU9pFCjgAONpnGZ,174400,4,r&b
I'll Be There,5RdhBLmB4DyFHLglRrfx63,The Jackson 5,2iE18Oxc8YSumAU232n4rW,0.51,0.515,5,-7.247,1,0.0253,0.593,1.24e-06,0.654,0.331,93.212,audio_features,5RdhBLmB4DyFHLglRrfx63,spotify:track:5RdhBLmB4DyFHLglRrfx63,https://api.spotify.com/v1/tracks/5RdhBLmB4DyFHLglRrfx63,https://api.spotify.com/v1/audio-analysis/5RdhBLmB4DyFHLglRrfx63,237760,4,r&b
Inner City Blues (Make Me Wanna Holler),4KuBTG9nvmPhgwlRoXnJrJ,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,0.641,0.605,8,-9.177,0,0.0332,0.705,0.0888,0.0761,0.64,94.075,audio_features,4KuBTG9nvmPhgwlRoXnJrJ,spotify:track:4KuBTG9nvmPhgwlRoXnJrJ,https://api.spotify.com/v1/tracks/4KuBTG9nvmPhgwlRoXnJrJ,https://api.spotify.com/v1/audio-analysis/4KuBTG9nvmPhgwlRoXnJrJ,331960,4,r&b
We're Not Making Love No More,0fW2lTbzO1dcd2uahQUtwV,Dru Hill,1255GTUKNCLCTvH9ctD4cT,0.569,0.511,3,-6.88,0,0.0349,0.257,0.0,0.0997,0.193,114.047,audio_features,0fW2lTbzO1dcd2uahQUtwV,spotify:track:0fW2lTbzO1dcd2uahQUtwV,https://api.spotify.com/v1/tracks/0fW2lTbzO1dcd2uahQUtwV,https://api.spotify.com/v1/audio-analysis/0fW2lTbzO1dcd2uahQUtwV,292507,4,r&b
It's The Same Old Song - Single Version / Mono,1h4rkW5vlG8JnvEUeIBoXl,Four Tops,7fIvjotigTGWqjIz6EP1i4,0.705,0.849,2,-3.597,0,0.0314,0.0935,0.0,0.0384,0.993,126.275,audio_features,1h4rkW5vlG8JnvEUeIBoXl,spotify:track:1h4rkW5vlG8JnvEUeIBoXl,https://api.spotify.com/v1/tracks/1h4rkW5vlG8JnvEUeIBoXl,https://api.spotify.com/v1/audio-analysis/1h4rkW5vlG8JnvEUeIBoXl,166533,4,r&b
Baby I'm Ready,3efy0g1He1zJ4B94VMbbBo,Levert,0G7OYsWptjRzVFT1AxP8TS,0.781,0.317,5,-9.697,1,0.0405,0.106,0.0,0.175,0.43,121.844,audio_features,3efy0g1He1zJ4B94VMbbBo,spotify:track:3efy0g1He1zJ4B94VMbbBo,https://api.spotify.com/v1/tracks/3efy0g1He1zJ4B94VMbbBo,https://api.spotify.com/v1/audio-analysis/3efy0g1He1zJ4B94VMbbBo,322200,4,r&b
Weak,71EHOyEOhNx1SzTebRRyng,SWV,2NmK5FyrQ18HOPXq1UBzqa,0.693,0.533,2,-10.954,0,0.0402,0.107,0.0,0.0695,0.568,127.661,audio_features,71EHOyEOhNx1SzTebRRyng,spotify:track:71EHOyEOhNx1SzTebRRyng,https://api.spotify.com/v1/tracks/71EHOyEOhNx1SzTebRRyng,https://api.spotify.com/v1/audio-analysis/71EHOyEOhNx1SzTebRRyng,291907,4,r&b
Almost Doesn't Count,5ZCv9I8mgChcYkSrLuLSTc,Brandy,05oH07COxkXKIMt6mIPRee,0.682,0.543,0,-7.063,0,0.0454,0.494,0.0,0.158,0.478,71.582,audio_features,5ZCv9I8mgChcYkSrLuLSTc,spotify:track:5ZCv9I8mgChcYkSrLuLSTc,https://api.spotify.com/v1/tracks/5ZCv9I8mgChcYkSrLuLSTc,https://api.spotify.com/v1/audio-analysis/5ZCv9I8mgChcYkSrLuLSTc,218467,4,r&b
Tell Me What You Want Me to Do,6AwWq4bywkc64QXtF7w94l,Tevin Campbell,5VfqJBmXcf6ZqXoGij5qTE,0.609,0.551,6,-7.93,1,0.0291,0.0233,0.0,0.234,0.512,127.956,audio_features,6AwWq4bywkc64QXtF7w94l,spotify:track:6AwWq4bywkc64QXtF7w94l,https://api.spotify.com/v1/tracks/6AwWq4bywkc64QXtF7w94l,https://api.spotify.com/v1/audio-analysis/6AwWq4bywkc64QXtF7w94l,256040,4,r&b
Too Busy Thinking About My Baby - Single Version / Mono,0EQCaQzKJVCXkwSiQZUVHP,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,0.751,0.385,6,-11.716,1,0.0349,0.115,0.0,0.069,0.862,117.748,audio_features,0EQCaQzKJVCXkwSiQZUVHP,spotify:track:0EQCaQzKJVCXkwSiQZUVHP,https://api.spotify.com/v1/tracks/0EQCaQzKJVCXkwSiQZUVHP,https://api.spotify.com/v1/audio-analysis/0EQCaQzKJVCXkwSiQZUVHP,176133,4,r&b
I've Got to Use My Imagination,5r3q5qzU1LoxfORgwuvLCa,Gladys Knight & The Pips,0TF2NxkJZPQoX1H53rEFM1,0.933,0.758,9,-12.105,0,0.0397,0.275,0.0531,0.073,0.968,121.126,audio_features,5r3q5qzU1LoxfORgwuvLCa,spotify:track:5r3q5qzU1LoxfORgwuvLCa,https://api.spotify.com/v1/tracks/5r3q5qzU1LoxfORgwuvLCa,https://api.spotify.com/v1/audio-analysis/5r3q5qzU1LoxfORgwuvLCa,210480,4,r&b
Waterfalls,6qspW4YKycviDFjHBOaqUY,TLC,0TImkz4nPqjegtVSMZnMRq,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,audio_features,6qspW4YKycviDFjHBOaqUY,spotify:track:6qspW4YKycviDFjHBOaqUY,https://api.spotify.com/v1/tracks/6qspW4YKycviDFjHBOaqUY,https://api.spotify.com/v1/audio-analysis/6qspW4YKycviDFjHBOaqUY,279507,4,r&b
I'm Gonna Make You Love Me,3Rhxe6P1im82NFVkt9X2qZ,Diana Ross & The Supremes,0rXI0q8Cahq6numvPlloaq,0.635,0.393,10,-11.894,1,0.0428,0.394,0.0,0.255,0.427,98.332,audio_features,3Rhxe6P1im82NFVkt9X2qZ,spotify:track:3Rhxe6P1im82NFVkt9X2qZ,https://api.spotify.com/v1/tracks/3Rhxe6P1im82NFVkt9X2qZ,https://api.spotify.com/v1/audio-analysis/3Rhxe6P1im82NFVkt9X2qZ,187333,4,r&b
4 Page Letter,2YOuKJ13vySyYGdavzffj7,Aaliyah,0urTpYCsixqZwgNTkPJOJ4,0.754,0.639,2,-5.034,1,0.255,0.00311,9.38e-06,0.275,0.307,120.213,audio_features,2YOuKJ13vySyYGdavzffj7,spotify:track:2YOuKJ13vySyYGdavzffj7,https://api.spotify.com/v1/tracks/2YOuKJ13vySyYGdavzffj7,https://api.spotify.com/v1/audio-analysis/2YOuKJ13vySyYGdavzffj7,191112,4,r&b
More Love,4D49SGpnyxN4n2j5jLaJ7N,Smokey Robinson & The Miracles,6TKOZZDd5uV5KnyC5G4MUt,0.407,0.45,5,-10.041,0,0.0289,0.877,0.0,0.248,0.816,106.677,audio_features,4D49SGpnyxN4n2j5jLaJ7N,spotify:track:4D49SGpnyxN4n2j5jLaJ7N,https://api.spotify.com/v1/tracks/4D49SGpnyxN4n2j5jLaJ7N,https://api.spotify.com/v1/audio-analysis/4D49SGpnyxN4n2j5jLaJ7N,168800,4,r&b
Don't Let Go (Love),06TuMCjDEYjTOJScCRzmjf,En Vogue,5fikk4h5qbEebqK2Fc6e48,0.618,0.688,5,-5.867,0,0.0477,0.409,6.32e-06,0.3,0.561,78.311,audio_features,06TuMCjDEYjTOJScCRzmjf,spotify:track:06TuMCjDEYjTOJScCRzmjf,https://api.spotify.com/v1/tracks/06TuMCjDEYjTOJScCRzmjf,https://api.spotify.com/v1/audio-analysis/06TuMCjDEYjTOJScCRzmjf,291880,4,r&b
'Til You Do Me Right,3kGMziz884MLV1oCwrarmN,After 7,4UPcJIhr5K5fPsm4itqT7E,0.663,0.462,2,-8.784,0,0.0252,0.306,0.0,0.0687,0.431,76.794,audio_features,3kGMziz884MLV1oCwrarmN,spotify:track:3kGMziz884MLV1oCwrarmN,https://api.spotify.com/v1/tracks/3kGMziz884MLV1oCwrarmN,https://api.spotify.com/v1/audio-analysis/3kGMziz884MLV1oCwrarmN,295000,4,r&b
Confessions Part II,7wBThXx7BGZHJJ3aN3OPvv,USHER,23zg3TcAtWQy7J6upgbUnj,0.845,0.467,1,-7.674,1,0.138,0.0586,0.0,0.0694,0.702,138.007,audio_features,7wBThXx7BGZHJJ3aN3OPvv,spotify:track:7wBThXx7BGZHJJ3aN3OPvv,https://api.spotify.com/v1/tracks/7wBThXx7BGZHJJ3aN3OPvv,https://api.spotify.com/v1/audio-analysis/7wBThXx7BGZHJJ3aN3OPvv,211200,4,r&b
Giving Him Something He Can Feel,4htbAEZWr53J08x3dUv00W,En Vogue,5fikk4h5qbEebqK2Fc6e48,0.496,0.298,9,-10.175,0,0.0405,0.306,1.72e-06,0.0875,0.705,203.824,audio_features,4htbAEZWr53J08x3dUv00W,spotify:track:4htbAEZWr53J08x3dUv00W,https://api.spotify.com/v1/tracks/4htbAEZWr53J08x3dUv00W,https://api.spotify.com/v1/audio-analysis/4htbAEZWr53J08x3dUv00W,235707,3,r&b
Love Child,1JguzruTnY4PrbWu7BKD38,Diana Ross & The Supremes,0rXI0q8Cahq6numvPlloaq,0.56,0.724,9,-7.41,0,0.0306,0.518,4.23e-05,0.308,0.636,104.705,audio_features,1JguzruTnY4PrbWu7BKD38,spotify:track:1JguzruTnY4PrbWu7BKD38,https://api.spotify.com/v1/tracks/1JguzruTnY4PrbWu7BKD38,https://api.spotify.com/v1/audio-analysis/1JguzruTnY4PrbWu7BKD38,175707,4,r&b
"Bills, Bills, Bills",1Oi2zpmL81Q0yScF1zxaC0,Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,0.845,0.576,11,-5.15,0,0.153,0.139,0.0,0.0764,0.461,127.641,audio_features,1Oi2zpmL81Q0yScF1zxaC0,spotify:track:1Oi2zpmL81Q0yScF1zxaC0,https://api.spotify.com/v1/tracks/1Oi2zpmL81Q0yScF1zxaC0,https://api.spotify.com/v1/audio-analysis/1Oi2zpmL81Q0yScF1zxaC0,256027,4,r&b
This One's For Me And You,4QzYpz5baRBSMB3Ca2lkS3,Johnny Gill,7oHzn7edwmrYClrPRINkbn,0.554,0.777,11,-4.801,0,0.148,0.0999,0.0,0.118,0.46,168.037,audio_features,4QzYpz5baRBSMB3Ca2lkS3,spotify:track:4QzYpz5baRBSMB3Ca2lkS3,https://api.spotify.com/v1/tracks/4QzYpz5baRBSMB3Ca2lkS3,https://api.spotify.com/v1/audio-analysis/4QzYpz5baRBSMB3Ca2lkS3,276387,4,r&b
Honey Love,1ZP0yvaWPl8vQV9ZH9jvT7,R. Kelly,2mxe0TnaNL039ysAj51xPQ,0.67,0.518,4,-8.887,1,0.0443,0.132,0.0,0.108,0.53,71.017,audio_features,1ZP0yvaWPl8vQV9ZH9jvT7,spotify:track:1ZP0yvaWPl8vQV9ZH9jvT7,https://api.spotify.com/v1/tracks/1ZP0yvaWPl8vQV9ZH9jvT7,https://api.spotify.com/v1/audio-analysis/1ZP0yvaWPl8vQV9ZH9jvT7,304733,4,r&b
"Baby, Baby Don't Cry - Stereo",5kJpLI5axvOQbGt0x4Nsko,Smokey Robinson & The Miracles,6TKOZZDd5uV5KnyC5G4MUt,0.521,0.354,7,-13.323,0,0.0252,0.5,0.0,0.109,0.662,95.727,audio_features,5kJpLI5axvOQbGt0x4Nsko,spotify:track:5kJpLI5axvOQbGt0x4Nsko,https://api.spotify.com/v1/tracks/5kJpLI5axvOQbGt0x4Nsko,https://api.spotify.com/v1/audio-analysis/5kJpLI5axvOQbGt0x4Nsko,242467,4,r&b
My Boo,68vgtRHr7iZHpzGpon6Jlo,USHER,23zg3TcAtWQy7J6upgbUnj,0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,audio_features,68vgtRHr7iZHpzGpon6Jlo,spotify:track:68vgtRHr7iZHpzGpon6Jlo,https://api.spotify.com/v1/tracks/68vgtRHr7iZHpzGpon6Jlo,https://api.spotify.com/v1/audio-analysis/68vgtRHr7iZHpzGpon6Jlo,223440,4,r&b
Funkin' for Jamaica,0xbkxTqSaW5blsYgRXpB5I,Tom Browne,4Ytvi4r3WPIZmEw1Ndmkp9,0.854,0.776,8,-9.85,1,0.217,0.436,0.175,0.0549,0.656,111.212,audio_features,0xbkxTqSaW5blsYgRXpB5I,spotify:track:0xbkxTqSaW5blsYgRXpB5I,https://api.spotify.com/v1/tracks/0xbkxTqSaW5blsYgRXpB5I,https://api.spotify.com/v1/audio-analysis/0xbkxTqSaW5blsYgRXpB5I,280933,4,r&b
Looking For A New Love,5BqE0vLMl36uMLKzecsIfw,Jody Watley,71aKjsWKYqASAffyIQaocZ,0.927,0.472,2,-13.719,0,0.0524,0.0933,0.000114,0.139,0.723,108.961,audio_features,5BqE0vLMl36uMLKzecsIfw,spotify:track:5BqE0vLMl36uMLKzecsIfw,https://api.spotify.com/v1/tracks/5BqE0vLMl36uMLKzecsIfw,https://api.spotify.com/v1/audio-analysis/5BqE0vLMl36uMLKzecsIfw,451867,4,r&b
Diamonds,4sqqkZdSdFqcEtvO9KFJVX,Herb Alpert,1PqdKx88nAgPolRy079lMl,0.885,0.766,4,-10.997,1,0.0449,0.0739,0.000735,0.286,0.771,111.413,audio_features,4sqqkZdSdFqcEtvO9KFJVX,spotify:track:4sqqkZdSdFqcEtvO9KFJVX,https://api.spotify.com/v1/tracks/4sqqkZdSdFqcEtvO9KFJVX,https://api.spotify.com/v1/audio-analysis/4sqqkZdSdFqcEtvO9KFJVX,293867,4,r&b
Runaway Love,5gkmXJ8Jgwb1eRBNXj8Ufh,Linda Clifford,1yAHoX5jWFLYIKEwyb6ulM,0.659,0.871,5,-9.2,0,0.046,0.219,0.00935,0.145,0.85,106.413,audio_features,5gkmXJ8Jgwb1eRBNXj8Ufh,spotify:track:5gkmXJ8Jgwb1eRBNXj8Ufh,https://api.spotify.com/v1/tracks/5gkmXJ8Jgwb1eRBNXj8Ufh,https://api.spotify.com/v1/audio-analysis/5gkmXJ8Jgwb1eRBNXj8Ufh,588800,4,r&b
Post to Be (feat. Chris Brown & Jhene Aiko),0fgZUSa7D7aVvv3GfO0A1n,Omarion,0f5nVCcR06GX8Qikz0COtT,0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448,audio_features,0fgZUSa7D7aVvv3GfO0A1n,spotify:track:0fgZUSa7D7aVvv3GfO0A1n,https://api.spotify.com/v1/tracks/0fgZUSa7D7aVvv3GfO0A1n,https://api.spotify.com/v1/audio-analysis/0fgZUSa7D7aVvv3GfO0A1n,226581,4,r&b
Sophisticated Lady (She's A Different Lady),7fxJEuAYmvu4W1RYKIL1Vn,Natalie Cole,5tTsrGPwQRWUsHR2Xf7Ke9,0.766,0.756,0,-13.318,1,0.0787,0.0922,0.00218,0.109,0.736,100.524,audio_features,7fxJEuAYmvu4W1RYKIL1Vn,spotify:track:7fxJEuAYmvu4W1RYKIL1Vn,https://api.spotify.com/v1/tracks/7fxJEuAYmvu4W1RYKIL1Vn,https://api.spotify.com/v1/audio-analysis/7fxJEuAYmvu4W1RYKIL1Vn,207867,4,r&b
You're Still a Young Man,0LDauNxnqI5nsyCa2Xsc5W,Tower Of Power,0JCxGVxsISZzJHJPUOtceB,0.447,0.449,3,-9.206,1,0.0333,0.234,0.0,0.229,0.527,114.36,audio_features,0LDauNxnqI5nsyCa2Xsc5W,spotify:track:0LDauNxnqI5nsyCa2Xsc5W,https://api.spotify.com/v1/tracks/0LDauNxnqI5nsyCa2Xsc5W,https://api.spotify.com/v1/audio-analysis/0LDauNxnqI5nsyCa2Xsc5W,337040,3,r&b
Daddy's Home,2tux0ui8n2qdHdGpBnkhol,Jermaine Jackson,1VDurPMbOKrNU8mcMP4X1P,0.635,0.435,4,-8.539,0,0.0249,0.296,0.0,0.122,0.604,81.198,audio_features,2tux0ui8n2qdHdGpBnkhol,spotify:track:2tux0ui8n2qdHdGpBnkhol,https://api.spotify.com/v1/tracks/2tux0ui8n2qdHdGpBnkhol,https://api.spotify.com/v1/audio-analysis/2tux0ui8n2qdHdGpBnkhol,183000,3,r&b
Ain't Understanding Mellow,5ehrJB4xFea5kph6jVoWtS,Jerry Butler,0U2mUJuJkthantMGmsJygP,0.449,0.456,4,-10.674,0,0.0278,0.506,8.34e-05,0.15,0.69,140.316,audio_features,5ehrJB4xFea5kph6jVoWtS,spotify:track:5ehrJB4xFea5kph6jVoWtS,https://api.spotify.com/v1/tracks/5ehrJB4xFea5kph6jVoWtS,https://api.spotify.com/v1/audio-analysis/5ehrJB4xFea5kph6jVoWtS,260333,4,r&b
Whatever - Radio Edit,3tHAB8FI4rfULUHHG1d2Ct,Ideal,2bK1rpFhmGkImiZNuUyHVT,0.824,0.708,10,-6.037,0,0.0712,0.00223,0.0,0.0902,0.767,101.854,audio_features,3tHAB8FI4rfULUHHG1d2Ct,spotify:track:3tHAB8FI4rfULUHHG1d2Ct,https://api.spotify.com/v1/tracks/3tHAB8FI4rfULUHHG1d2Ct,https://api.spotify.com/v1/audio-analysis/3tHAB8FI4rfULUHHG1d2Ct,228159,4,r&b
Makeda,0sNBN7sJDH1kCexnwQZ3yS,Les Nubians,55PeYSS1g71a1BZLeIr0Sd,0.805,0.495,5,-7.42,1,0.0708,0.369,0.00131,0.238,0.828,86.21,audio_features,0sNBN7sJDH1kCexnwQZ3yS,spotify:track:0sNBN7sJDH1kCexnwQZ3yS,https://api.spotify.com/v1/tracks/0sNBN7sJDH1kCexnwQZ3yS,https://api.spotify.com/v1/audio-analysis/0sNBN7sJDH1kCexnwQZ3yS,294960,4,r&b
Still A Friend Of Mine,5B23BmNt1R61I7b8iuB4jg,Incognito,5moJNCJeiNwuQAhDLJXULs,0.658,0.554,9,-14.044,1,0.0335,0.228,0.00521,0.275,0.826,86.808,audio_features,5B23BmNt1R61I7b8iuB4jg,spotify:track:5B23BmNt1R61I7b8iuB4jg,https://api.spotify.com/v1/tracks/5B23BmNt1R61I7b8iuB4jg,https://api.spotify.com/v1/audio-analysis/5B23BmNt1R61I7b8iuB4jg,337173,4,r&b
"Roses Are Red (Original 12"" Version)",6uRoRP0VSW3QY3uHdurPTP,Mac Band,2G3ZFLw5F0jff6EJ8RvCx0,0.747,0.703,7,-5.999,1,0.0555,0.000533,0.00167,0.0802,0.733,108.863,audio_features,6uRoRP0VSW3QY3uHdurPTP,spotify:track:6uRoRP0VSW3QY3uHdurPTP,https://api.spotify.com/v1/tracks/6uRoRP0VSW3QY3uHdurPTP,https://api.spotify.com/v1/audio-analysis/6uRoRP0VSW3QY3uHdurPTP,570000,4,r&b
Rockin' Chair,7Fv1ofVT92zx0XNJEEmmRW,Gwen McCrae,742YR9ZgF0tCO5juBfvPAU,0.592,0.785,9,-5.914,0,0.0419,0.208,0.00101,0.0146,0.664,90.884,audio_features,7Fv1ofVT92zx0XNJEEmmRW,spotify:track:7Fv1ofVT92zx0XNJEEmmRW,https://api.spotify.com/v1/tracks/7Fv1ofVT92zx0XNJEEmmRW,https://api.spotify.com/v1/audio-analysis/7Fv1ofVT92zx0XNJEEmmRW,204800,4,r&b
Only You (feat. The Notorious B.I.G.) - Radio Mix,7jg3Irt0hqnss3HvaPP2D2,112,7urq0VfqxEYEEiZUkebXT4,0.778,0.644,8,-7.6,1,0.0532,0.145,0.0,0.112,0.846,96.025,audio_features,7jg3Irt0hqnss3HvaPP2D2,spotify:track:7jg3Irt0hqnss3HvaPP2D2,https://api.spotify.com/v1/tracks/7jg3Irt0hqnss3HvaPP2D2,https://api.spotify.com/v1/audio-analysis/7jg3Irt0hqnss3HvaPP2D2,260427,4,r&b
Trapped,2OI9jQnd0A1vR2KuJkK1TD,Colonel Abrams,20B6eaXUEN0NOvJqdebu7L,0.808,0.457,7,-14.118,1,0.0628,0.000286,0.0124,0.054,0.716,123.83,audio_features,2OI9jQnd0A1vR2KuJkK1TD,spotify:track:2OI9jQnd0A1vR2KuJkK1TD,https://api.spotify.com/v1/tracks/2OI9jQnd0A1vR2KuJkK1TD,https://api.spotify.com/v1/audio-analysis/2OI9jQnd0A1vR2KuJkK1TD,383704,4,r&b
Rain,4G1qRhOk1YY0kewtMaCrMC,SWV,2NmK5FyrQ18HOPXq1UBzqa,0.643,0.486,4,-10.443,0,0.0278,0.337,3.86e-06,0.702,0.146,138.151,audio_features,4G1qRhOk1YY0kewtMaCrMC,spotify:track:4G1qRhOk1YY0kewtMaCrMC,https://api.spotify.com/v1/tracks/4G1qRhOk1YY0kewtMaCrMC,https://api.spotify.com/v1/audio-analysis/4G1qRhOk1YY0kewtMaCrMC,264507,3,r&b
"Outstanding - Original 12"" Mix",6korvxtUEyt590jUFOfADm,The Gap Band,4TwHRCIu3Xg9fjS3l7owkp,0.792,0.476,6,-11.707,1,0.0412,0.372,0.0157,0.027,0.82,98.871,audio_features,6korvxtUEyt590jUFOfADm,spotify:track:6korvxtUEyt590jUFOfADm,https://api.spotify.com/v1/tracks/6korvxtUEyt590jUFOfADm,https://api.spotify.com/v1/audio-analysis/6korvxtUEyt590jUFOfADm,375400,4,r&b
Groove Is in the Heart,2UVLuddklEVak5PXgC7baA,Deee-Lite,4eQJIXFEujzhTVVS1gIfu5,0.694,0.881,1,-4.053,0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,audio_features,2UVLuddklEVak5PXgC7baA,spotify:track:2UVLuddklEVak5PXgC7baA,https://api.spotify.com/v1/tracks/2UVLuddklEVak5PXgC7baA,https://api.spotify.com/v1/audio-analysis/2UVLuddklEVak5PXgC7baA,231787,4,r&b
Risin' to the Top,5iVxHPyHVO7vWSDnRpNH5d,Keni Burke,1EVOoMiMrmOEYXHd36poF2,0.729,0.54,0,-9.33,0,0.0606,0.189,0.000208,0.14,0.815,94.071,audio_features,5iVxHPyHVO7vWSDnRpNH5d,spotify:track:5iVxHPyHVO7vWSDnRpNH5d,https://api.spotify.com/v1/tracks/5iVxHPyHVO7vWSDnRpNH5d,https://api.spotify.com/v1/audio-analysis/5iVxHPyHVO7vWSDnRpNH5d,314320,4,r&b
Thick Of It,09j5G3cPZQdRIv0VhVLAZz,Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,0.661,0.598,2,-5.287,1,0.0604,0.424,9.11e-05,0.195,0.491,126.872,audio_features,09j5G3cPZQdRIv0VhVLAZz,spotify:track:09j5G3cPZQdRIv0VhVLAZz,https://api.spotify.com/v1/tracks/09j5G3cPZQdRIv0VhVLAZz,https://api.spotify.com/v1/audio-analysis/09j5G3cPZQdRIv0VhVLAZz,241920,4,r&b
"Baby, Come To Me",03Wma4AcL2NXi0HPqhKJ1v,Patti Austin,0JxChc2w5fwTGbXKfc4cRd,0.631,0.503,7,-12.083,0,0.0766,0.551,0.0,0.137,0.699,90.205,audio_features,03Wma4AcL2NXi0HPqhKJ1v,spotify:track:03Wma4AcL2NXi0HPqhKJ1v,https://api.spotify.com/v1/tracks/03Wma4AcL2NXi0HPqhKJ1v,https://api.spotify.com/v1/audio-analysis/03Wma4AcL2NXi0HPqhKJ1v,215387,4,r&b
Ffun,2H0nOH0pgs3DBoPoR852cC,Con Funk Shun,2hUkfSXyuDfQbUeNOShRiz,0.946,0.469,5,-13.091,0,0.0865,0.0608,0.00126,0.257,0.866,110.969,audio_features,2H0nOH0pgs3DBoPoR852cC,spotify:track:2H0nOH0pgs3DBoPoR852cC,https://api.spotify.com/v1/tracks/2H0nOH0pgs3DBoPoR852cC,https://api.spotify.com/v1/audio-analysis/2H0nOH0pgs3DBoPoR852cC,251067,4,r&b
Tennessee,1aaoIHFT9UqhlaEwLAhh00,Arrested Development,5Va9LuEmaZxnbk1gMnjMD7,0.822,0.661,1,-10.234,0,0.164,0.0241,3.95e-06,0.315,0.67,99.883,audio_features,1aaoIHFT9UqhlaEwLAhh00,spotify:track:1aaoIHFT9UqhlaEwLAhh00,https://api.spotify.com/v1/tracks/1aaoIHFT9UqhlaEwLAhh00,https://api.spotify.com/v1/audio-analysis/1aaoIHFT9UqhlaEwLAhh00,272707,4,r&b
Love of My Own,7g3Htzh3rezIFVWAy59vsw,Eric Benét,1kjO72M26jZkv0aaGxJaov,0.644,0.341,8,-8.513,0,0.0361,0.256,0.000357,0.0804,0.14,76.727,audio_features,7g3Htzh3rezIFVWAy59vsw,spotify:track:7g3Htzh3rezIFVWAy59vsw,https://api.spotify.com/v1/tracks/7g3Htzh3rezIFVWAy59vsw,https://api.spotify.com/v1/audio-analysis/7g3Htzh3rezIFVWAy59vsw,342467,4,r&b
Run It! (feat. Juelz Santana),7xYnUQigPoIDAMPVK79NEq,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,0.846,0.482,1,-6.721,0,0.129,0.0246,0.0,0.393,0.212,100.969,audio_features,7xYnUQigPoIDAMPVK79NEq,spotify:track:7xYnUQigPoIDAMPVK79NEq,https://api.spotify.com/v1/tracks/7xYnUQigPoIDAMPVK79NEq,https://api.spotify.com/v1/audio-analysis/7xYnUQigPoIDAMPVK79NEq,229867,4,r&b
My Forbidden Lover - 2018 Remaster,7zJGnlTHTM2B07xJ4I38ta,CHIC,0Xf8oDAJYd2D0k3NLI19OV,0.814,0.819,0,-12.712,0,0.0587,0.143,0.0,0.298,0.807,108.338,audio_features,7zJGnlTHTM2B07xJ4I38ta,spotify:track:7zJGnlTHTM2B07xJ4I38ta,https://api.spotify.com/v1/tracks/7zJGnlTHTM2B07xJ4I38ta,https://api.spotify.com/v1/audio-analysis/7zJGnlTHTM2B07xJ4I38ta,274960,4,r&b
Straight From The Heart,2viZwqDbO8mgM5rOpdvTKX,Con Funk Shun,2hUkfSXyuDfQbUeNOShRiz,0.544,0.244,2,-15.151,1,0.0255,0.659,0.0,0.0968,0.502,140.921,audio_features,2viZwqDbO8mgM5rOpdvTKX,spotify:track:2viZwqDbO8mgM5rOpdvTKX,https://api.spotify.com/v1/tracks/2viZwqDbO8mgM5rOpdvTKX,https://api.spotify.com/v1/audio-analysis/2viZwqDbO8mgM5rOpdvTKX,279667,4,r&b
Cater 2 U,6uYAPqxP69zfpCbsTHXgiz,Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,0.605,0.584,11,-7.043,0,0.197,0.286,0.0,0.235,0.464,125.802,audio_features,6uYAPqxP69zfpCbsTHXgiz,spotify:track:6uYAPqxP69zfpCbsTHXgiz,https://api.spotify.com/v1/tracks/6uYAPqxP69zfpCbsTHXgiz,https://api.spotify.com/v1/audio-analysis/6uYAPqxP69zfpCbsTHXgiz,245400,4,r&b
I Like,67j0ZucyzdfMGWLe2kh6Ze,Guy,2IBPIcSkvQZyoaVfoyZKE8,0.441,0.832,8,-14.396,1,0.064,0.0218,1.23e-05,0.2,0.6,103.765,audio_features,67j0ZucyzdfMGWLe2kh6Ze,spotify:track:67j0ZucyzdfMGWLe2kh6Ze,https://api.spotify.com/v1/tracks/67j0ZucyzdfMGWLe2kh6Ze,https://api.spotify.com/v1/audio-analysis/67j0ZucyzdfMGWLe2kh6Ze,294475,4,r&b
