Title,track_id,artist,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genres,Sorted_genres
Promiscuous,3SwlakM6VX47IwG0Wll5ek,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,0.807,0.97,10,-6.056,0,0.0477,0.0536,6.6e-05,0.149,0.876,114.297,audio_features,3SwlakM6VX47IwG0Wll5ek,spotify:track:3SwlakM6VX47IwG0Wll5ek,https://api.spotify.com/v1/tracks/3SwlakM6VX47IwG0Wll5ek,https://api.spotify.com/v1/audio-analysis/3SwlakM6VX47IwG0Wll5ek,242373,4,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",pop
Finally Moving,3WS7spXVlbeC5kjePmHMQW,Pretty Lights,4iVhFmG8YCCEHANGeUUS9q,0.735,0.555,1,-8.84,0,0.0366,0.382,0.856,0.0952,0.523,100.01,audio_features,3WS7spXVlbeC5kjePmHMQW,spotify:track:3WS7spXVlbeC5kjePmHMQW,https://api.spotify.com/v1/tracks/3WS7spXVlbeC5kjePmHMQW,https://api.spotify.com/v1/audio-analysis/3WS7spXVlbeC5kjePmHMQW,277975,4,"['glitch hop', 'jazztronica', 'livetronica']",livetronica
Time Is The Enemy,5i33z3NLHNGdRzbWgOIP1k,Quantic,5ZMwoAjeDtLJ0XRwRTgaK8,0.182,0.849,1,-9.809,1,0.0381,0.00637,0.942,0.302,0.223,165.928,audio_features,5i33z3NLHNGdRzbWgOIP1k,spotify:track:5i33z3NLHNGdRzbWgOIP1k,https://api.spotify.com/v1/tracks/5i33z3NLHNGdRzbWgOIP1k,https://api.spotify.com/v1/audio-analysis/5i33z3NLHNGdRzbWgOIP1k,219847,4,"['downtempo', 'electronica', 'latin alternative', 'nu jazz', 'nu-cumbia', 'trip hop']",electro
Children,4wtR6HB3XekEengMX17cpc,Robert Miles,2YVF0Ou5zIc4mpgtLIlGN0,0.604,0.755,0,-10.761,1,0.0337,0.000298,0.817,0.0625,0.387,137.064,audio_features,4wtR6HB3XekEengMX17cpc,spotify:track:4wtR6HB3XekEengMX17cpc,https://api.spotify.com/v1/tracks/4wtR6HB3XekEengMX17cpc,https://api.spotify.com/v1/audio-analysis/4wtR6HB3XekEengMX17cpc,243267,4,"['dream trance', 'eurodance', 'trance']",trance
Cobrastyle,45sdD9GjryujVOcRJ4YQRQ,Teddybears,3gqv1kgivAc92KnUm4elKv,0.623,0.95,7,-2.316,1,0.186,0.329,0.0,0.156,0.793,176.809,audio_features,45sdD9GjryujVOcRJ4YQRQ,spotify:track:45sdD9GjryujVOcRJ4YQRQ,https://api.spotify.com/v1/tracks/45sdD9GjryujVOcRJ4YQRQ,https://api.spotify.com/v1/audio-analysis/45sdD9GjryujVOcRJ4YQRQ,179853,4,"['electronic rock', 'swedish electropop']",electro
Flying Through The Air,4eDn4rljsHdLQFGQcU76dJ,Tomandandy,0iqOcDJNnh51gemYhYhTUq,0.468,0.737,2,-12.232,1,0.0349,6.7e-05,0.894,0.366,0.0398,99.991,audio_features,4eDn4rljsHdLQFGQcU76dJ,spotify:track:4eDn4rljsHdLQFGQcU76dJ,https://api.spotify.com/v1/tracks/4eDn4rljsHdLQFGQcU76dJ,https://api.spotify.com/v1/audio-analysis/4eDn4rljsHdLQFGQcU76dJ,228280,4,['soundtrack'],soundtrack
Save Me,0EqtsCvcDjEz6svFsaV5HN,Aimee Mann,3UpIbyXfGzmHG6TMH4dJEk,0.616,0.346,10,-10.438,1,0.0304,0.604,0.00232,0.0914,0.344,143.351,audio_features,0EqtsCvcDjEz6svFsaV5HN,spotify:track:0EqtsCvcDjEz6svFsaV5HN,https://api.spotify.com/v1/tracks/0EqtsCvcDjEz6svFsaV5HN,https://api.spotify.com/v1/audio-analysis/0EqtsCvcDjEz6svFsaV5HN,274493,4,"['ectofolk', 'lilith', 'new wave pop', 'permanent wave', 'singer-songwriter']",permanent wave
Memphis Underground,0lJ3iwfMWh8xDXWuGhbMv7,Herbie Mann,6ycoXr0Ayd89vFUT6BOiWo,0.779,0.411,5,-17.37,1,0.0322,0.626,0.853,0.0848,0.941,113.08,audio_features,0lJ3iwfMWh8xDXWuGhbMv7,spotify:track:0lJ3iwfMWh8xDXWuGhbMv7,https://api.spotify.com/v1/tracks/0lJ3iwfMWh8xDXWuGhbMv7,https://api.spotify.com/v1/audio-analysis/0lJ3iwfMWh8xDXWuGhbMv7,429000,4,"['jazz flute', 'jazz funk', 'soul jazz']",jazz
Awesome (feat. Pusha-T),3bvDG7rviJPGSg4eJm4pz9,XV,4GKRKf0FAK4nLtmL3u3JQ9,0.683,0.755,5,-4.312,1,0.229,0.042,0.0,0.0422,0.584,88.944,audio_features,3bvDG7rviJPGSg4eJm4pz9,spotify:track:3bvDG7rviJPGSg4eJm4pz9,https://api.spotify.com/v1/tracks/3bvDG7rviJPGSg4eJm4pz9,https://api.spotify.com/v1/audio-analysis/3bvDG7rviJPGSg4eJm4pz9,229787,4,"['indie pop rap', 'kansas hip hop']",rap
Bang Bang - My Baby Shot Me Down,1s2I9Q7zAE78m7aVZOq3ug,Nancy Sinatra,3IZrrNonYELubLPJmqOci2,0.458,0.12,5,-22.644,0,0.0512,0.984,0.0993,0.111,0.372,125.035,audio_features,1s2I9Q7zAE78m7aVZOq3ug,spotify:track:1s2I9Q7zAE78m7aVZOq3ug,https://api.spotify.com/v1/tracks/1s2I9Q7zAE78m7aVZOq3ug,https://api.spotify.com/v1/audio-analysis/1s2I9Q7zAE78m7aVZOq3ug,160440,5,"['lounge', 'sunshine pop']",lounge
Feeling Good,1VKsbTJ78G5bnfyoPz46LA,Nina Simone,7G1GBhoKtEPnP86X2PvEYO,0.318,0.334,7,-9.267,0,0.0487,0.854,0.0,0.188,0.541,78.508,audio_features,1VKsbTJ78G5bnfyoPz46LA,spotify:track:1VKsbTJ78G5bnfyoPz46LA,https://api.spotify.com/v1/tracks/1VKsbTJ78G5bnfyoPz46LA,https://api.spotify.com/v1/audio-analysis/1VKsbTJ78G5bnfyoPz46LA,174000,4,"['jazz blues', 'neo soul', 'soul', 'soul jazz', 'torch song', 'vocal jazz']",soul
Live Is Life (Digitally Remastered) (Single Version),5luOvrlnzfvJQdQjrScVj4,Opus,5pf1217gT8zcjOFc7oMi47,0.633,0.952,9,-4.274,0,0.0338,0.0532,1.73e-06,0.989,0.765,95.423,audio_features,5luOvrlnzfvJQdQjrScVj4,spotify:track:5luOvrlnzfvJQdQjrScVj4,https://api.spotify.com/v1/tracks/5luOvrlnzfvJQdQjrScVj4,https://api.spotify.com/v1/audio-analysis/5luOvrlnzfvJQdQjrScVj4,249500,4,['austropop'],pop
Happy Together,1JO1xLtVc8mWhIoE3YaCL0,The Turtles,2VIoWte1HPDbZ2WqHd2La7,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,audio_features,1JO1xLtVc8mWhIoE3YaCL0,spotify:track:1JO1xLtVc8mWhIoE3YaCL0,https://api.spotify.com/v1/tracks/1JO1xLtVc8mWhIoE3YaCL0,https://api.spotify.com/v1/audio-analysis/1JO1xLtVc8mWhIoE3YaCL0,176293,4,"['bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock-and-roll', 'rockabilly']",rock
Together We Will Live Forever,2pr6us08iPNzIex5q6fMvI,Clint Mansell,01xiB0IlXMXy3wrrotgDnU,0.483,0.0176,7,-25.501,0,0.052,0.994,0.928,0.0912,0.2,76.384,audio_features,2pr6us08iPNzIex5q6fMvI,spotify:track:2pr6us08iPNzIex5q6fMvI,https://api.spotify.com/v1/tracks/2pr6us08iPNzIex5q6fMvI,https://api.spotify.com/v1/audio-analysis/2pr6us08iPNzIex5q6fMvI,301733,4,"['british soundtrack', 'compositional ambient', 'soundtrack']",soundtrack
"Bullwinkle, Pt. II",5Hn7uZqDarw5VTNX1XluV3,The Centurians,7CkD6EhsfLIn8UMhw9QsPf,0.4,0.348,7,-15.4,0,0.037,0.773,0.78,0.0889,0.331,157.808,audio_features,5Hn7uZqDarw5VTNX1XluV3,spotify:track:5Hn7uZqDarw5VTNX1XluV3,https://api.spotify.com/v1/tracks/5Hn7uZqDarw5VTNX1XluV3,https://api.spotify.com/v1/audio-analysis/5Hn7uZqDarw5VTNX1XluV3,136547,4,['surf music'],surf music
Foolish,6zMUIb4uce1CzpbjR3vMdN,Ashanti,5rkVyNGXEgeUqKkB5ccK83,0.665,0.695,0,-5.763,1,0.0532,0.347,0.0,0.106,0.707,90.119,audio_features,6zMUIb4uce1CzpbjR3vMdN,spotify:track:6zMUIb4uce1CzpbjR3vMdN,https://api.spotify.com/v1/tracks/6zMUIb4uce1CzpbjR3vMdN,https://api.spotify.com/v1/audio-analysis/6zMUIb4uce1CzpbjR3vMdN,227387,4,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",pop
Pump It Up,7tDbbfzB1d52lWP8rq8zRZ,Joe Budden,1SAugjIcuwNPKS4urSB7A6,0.484,0.847,6,-5.042,1,0.349,0.0373,0.0,0.118,0.67,105.048,audio_features,7tDbbfzB1d52lWP8rq8zRZ,spotify:track:7tDbbfzB1d52lWP8rq8zRZ,https://api.spotify.com/v1/tracks/7tDbbfzB1d52lWP8rq8zRZ,https://api.spotify.com/v1/audio-analysis/7tDbbfzB1d52lWP8rq8zRZ,251373,4,"['battle rap', 'new jersey rap']",rap
There It Go (The Whistle Song),50UkypyQJbSQLaXHke5Yep,Juelz Santana,6Uh8uJyN9g7oFjDK16nJgb,0.942,0.892,6,-6.363,0,0.196,0.023,0.000897,0.264,0.595,100.007,audio_features,50UkypyQJbSQLaXHke5Yep,spotify:track:50UkypyQJbSQLaXHke5Yep,https://api.spotify.com/v1/tracks/50UkypyQJbSQLaXHke5Yep,https://api.spotify.com/v1/audio-analysis/50UkypyQJbSQLaXHke5Yep,180493,4,"['gangster rap', 'harlem hip hop', 'hip pop', 'nyc rap', 'pop rap', 'trap']",rap
Dangerous,4NOZ35Dhucr6UlVyLOtktd,Kardinal Offishall,5P2rwRBgIN450RaJxdjYdA,0.949,0.79,8,-5.957,1,0.0756,0.00437,0.0,0.0816,0.807,117.002,audio_features,4NOZ35Dhucr6UlVyLOtktd,spotify:track:4NOZ35Dhucr6UlVyLOtktd,https://api.spotify.com/v1/tracks/4NOZ35Dhucr6UlVyLOtktd,https://api.spotify.com/v1/audio-analysis/4NOZ35Dhucr6UlVyLOtktd,246053,4,['canadian old school hip hop'],old school hip hop
Lighters Up - Nationwide Version,17q0RuKX7EcMaEkTAmCThy,Lil' Kim,5tth2a3v0sWwV1C7bApBdX,0.624,0.766,9,-6.31,1,0.396,0.00494,0.0,0.107,0.714,91.727,audio_features,17q0RuKX7EcMaEkTAmCThy,spotify:track:17q0RuKX7EcMaEkTAmCThy,https://api.spotify.com/v1/tracks/17q0RuKX7EcMaEkTAmCThy,https://api.spotify.com/v1/audio-analysis/17q0RuKX7EcMaEkTAmCThy,262640,4,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap queen', 'urban contemporary']",rap
"Beamer, Benz, Or Bentley",0cNJ3huiV99wvUN1tmQLTL,Lloyd Banks,3vDUJHQtqT3jFRZ2ECXDTi,0.652,0.671,4,-5.376,0,0.315,0.00402,2.89e-05,0.598,0.518,159.963,audio_features,0cNJ3huiV99wvUN1tmQLTL,spotify:track:0cNJ3huiV99wvUN1tmQLTL,https://api.spotify.com/v1/tracks/0cNJ3huiV99wvUN1tmQLTL,https://api.spotify.com/v1/audio-analysis/0cNJ3huiV99wvUN1tmQLTL,208387,4,"['detroit hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'queens hip hop', 'rap', 'trap']",rap
Dear Summer,5VkuqayHiiU5ZHyYEH4Oeb,Memphis Bleek,4jWzNq3sdzSpqn7BnzvIKn,0.548,0.893,6,-4.403,0,0.602,0.0838,0.0,0.0842,0.667,172.241,audio_features,5VkuqayHiiU5ZHyYEH4Oeb,spotify:track:5VkuqayHiiU5ZHyYEH4Oeb,https://api.spotify.com/v1/tracks/5VkuqayHiiU5ZHyYEH4Oeb,https://api.spotify.com/v1/audio-analysis/5VkuqayHiiU5ZHyYEH4Oeb,173200,4,['east coast hip hop'],hip hop
Funkdafied,29VrHhpC5AS9b7XJYDPhqb,Da Brat,2I1bnmb9VQEQGKHxvr0gSf,0.802,0.461,11,-12.367,0,0.302,0.0757,0.0,0.109,0.74,90.995,audio_features,29VrHhpC5AS9b7XJYDPhqb,spotify:track:29VrHhpC5AS9b7XJYDPhqb,https://api.spotify.com/v1/tracks/29VrHhpC5AS9b7XJYDPhqb,https://api.spotify.com/v1/audio-analysis/29VrHhpC5AS9b7XJYDPhqb,185933,4,"['chicago rap', 'contemporary r&b', 'dirty south rap', 'hip pop', 'new jack swing', 'r&b', 'urban contemporary']",rap
"Dear X, You Don't Own Me",373Jg06Sjx7D4KIC7e9Awa,Disciple,4D9k73VomKTnVQ6ROnt8IO,0.49,0.801,5,-5.982,0,0.0601,0.0132,0.0,0.116,0.505,138.072,audio_features,373Jg06Sjx7D4KIC7e9Awa,spotify:track:373Jg06Sjx7D4KIC7e9Awa,https://api.spotify.com/v1/tracks/373Jg06Sjx7D4KIC7e9Awa,https://api.spotify.com/v1/audio-analysis/373Jg06Sjx7D4KIC7e9Awa,214013,4,"['christian alternative rock', 'christian metal', 'christian music', 'christian rock']",rock
Hooked On A Feeling,2Nz6aF1umHh5Et6I5H581L,Blue Swede,0UpuH5U4nZ3UGGUJi0Zfbp,0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,audio_features,2Nz6aF1umHh5Et6I5H581L,spotify:track:2Nz6aF1umHh5Et6I5H581L,https://api.spotify.com/v1/tracks/2Nz6aF1umHh5Et6I5H581L,https://api.spotify.com/v1/audio-analysis/2Nz6aF1umHh5Et6I5H581L,172867,4,['classic swedish pop'],pop
Raid the Radio,5WGQXwtBA62JfcNmDB9YrD,General Elektriks,5ly9gfnncBXv77g2zuRG9m,0.764,0.949,1,-2.824,0,0.0529,0.025,0.0265,0.197,0.509,87.982,audio_features,5WGQXwtBA62JfcNmDB9YrD,spotify:track:5WGQXwtBA62JfcNmDB9YrD,https://api.spotify.com/v1/tracks/5WGQXwtBA62JfcNmDB9YrD,https://api.spotify.com/v1/audio-analysis/5WGQXwtBA62JfcNmDB9YrD,229080,4,"['french indie pop', 'french indietronica']",indie pop
Radar Love,20aASiwfsbiLlaJxLiC0PQ,Golden Earring,1iTlOqIrZy8DlvCPJY2sjS,0.503,0.468,1,-16.829,0,0.0374,0.0256,0.00134,0.0842,0.215,102.451,audio_features,20aASiwfsbiLlaJxLiC0PQ,spotify:track:20aASiwfsbiLlaJxLiC0PQ,https://api.spotify.com/v1/tracks/20aASiwfsbiLlaJxLiC0PQ,https://api.spotify.com/v1/audio-analysis/20aASiwfsbiLlaJxLiC0PQ,385893,4,"['album rock', 'dutch prog', 'dutch rock', 'nederpop']",rock
Bartender Song (Sittin' At A Bar) - Alt/Rock Mix,1gewemPOUilb21s7CfMS55,Rehab,1qh1aHXy7LRcb7eyriuJTS,0.667,0.673,4,-6.006,1,0.0536,0.117,0.0,0.343,0.706,151.834,audio_features,1gewemPOUilb21s7CfMS55,spotify:track:1gewemPOUilb21s7CfMS55,https://api.spotify.com/v1/tracks/1gewemPOUilb21s7CfMS55,https://api.spotify.com/v1/audio-analysis/1gewemPOUilb21s7CfMS55,229040,4,['redneck'],redneck
The Ghetto,6mbd83MXecyBP1WXZb0I7j,Jestofunk,6mbMvxJiHaK9mNPyKSPGjA,0.85,0.742,2,-8.105,0,0.034,0.34,0.0067,0.105,0.642,113.112,audio_features,6mbd83MXecyBP1WXZb0I7j,spotify:track:6mbd83MXecyBP1WXZb0I7j,https://api.spotify.com/v1/tracks/6mbd83MXecyBP1WXZb0I7j,https://api.spotify.com/v1/audio-analysis/6mbd83MXecyBP1WXZb0I7j,426560,4,"['acid jazz', 'italo house']",house
Feed the Tree,3L19vBWH4jTHNXbuBaHbUN,Belly,3h1HOgVmvPlhqjz8o3LglL,0.547,0.718,0,-8.309,1,0.0269,0.00325,0.672,0.0718,0.868,137.978,audio_features,3L19vBWH4jTHNXbuBaHbUN,spotify:track:3L19vBWH4jTHNXbuBaHbUN,https://api.spotify.com/v1/tracks/3L19vBWH4jTHNXbuBaHbUN,https://api.spotify.com/v1/audio-analysis/3L19vBWH4jTHNXbuBaHbUN,209000,4,"['alternative pop', 'boston rock']",pop
Girls Chase Boys,14sAMwqbuFDSlLKmVBD9MI,Ingrid Michaelson,2vm8GdHyrJh2O2MfbQFYG0,0.473,0.82,8,-5.702,1,0.0408,0.031,1.55e-05,0.0414,0.678,84.893,audio_features,14sAMwqbuFDSlLKmVBD9MI,spotify:track:14sAMwqbuFDSlLKmVBD9MI,https://api.spotify.com/v1/tracks/14sAMwqbuFDSlLKmVBD9MI,https://api.spotify.com/v1/audio-analysis/14sAMwqbuFDSlLKmVBD9MI,221413,4,"['acoustic pop', 'ectofolk', 'lilith', 'neo mellow']",pop
Back & Forth,45wneA2j0Z0WMnYNDO6Ad0,Aaliyah,0urTpYCsixqZwgNTkPJOJ4,0.706,0.727,5,-8.06,1,0.0317,0.0698,5.31e-06,0.115,0.903,92.938,audio_features,45wneA2j0Z0WMnYNDO6Ad0,spotify:track:45wneA2j0Z0WMnYNDO6Ad0,https://api.spotify.com/v1/tracks/45wneA2j0Z0WMnYNDO6Ad0,https://api.spotify.com/v1/audio-analysis/45wneA2j0Z0WMnYNDO6Ad0,231093,4,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",r&b
Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,2sCl0FFOzZSmYZs90zOpd1,Anna Kendrick,6xfqnpe2HnLVUaYXs2F8YS,0.887,0.441,0,-8.98,1,0.114,0.0514,0.00667,0.0338,0.715,129.908,audio_features,2sCl0FFOzZSmYZs90zOpd1,spotify:track:2sCl0FFOzZSmYZs90zOpd1,https://api.spotify.com/v1/tracks/2sCl0FFOzZSmYZs90zOpd1,https://api.spotify.com/v1/audio-analysis/2sCl0FFOzZSmYZs90zOpd1,126880,4,"['hollywood', 'movie tunes']",hollywood
Boston,2WZyfujzMweFLnozyUJBkW,Augustana,61YE3whKiuRr83j1yOm5M7,0.404,0.571,0,-5.069,1,0.0303,0.182,2.08e-05,0.129,0.29,147.01,audio_features,2WZyfujzMweFLnozyUJBkW,spotify:track:2WZyfujzMweFLnozyUJBkW,https://api.spotify.com/v1/tracks/2WZyfujzMweFLnozyUJBkW,https://api.spotify.com/v1/audio-analysis/2WZyfujzMweFLnozyUJBkW,245933,4,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock']",pop
If I Die Young,4u26EevCNXMhlvE1xFBJwX,The Band Perry,75FnCoo4FBxH5K1Rrx0k5A,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,audio_features,4u26EevCNXMhlvE1xFBJwX,spotify:track:4u26EevCNXMhlvE1xFBJwX,https://api.spotify.com/v1/tracks/4u26EevCNXMhlvE1xFBJwX,https://api.spotify.com/v1/audio-analysis/4u26EevCNXMhlvE1xFBJwX,222773,4,"['contemporary country', 'country', 'country dawn', 'country road']",country
Dry The Rain,1mTwxNQSCsgQJxBjEpaGH0,The Beta Band,2LMR8u7DOMF0FBseDpTsRa,0.593,0.626,4,-11.287,1,0.0317,0.0931,0.166,0.218,0.753,150.483,audio_features,1mTwxNQSCsgQJxBjEpaGH0,spotify:track:1mTwxNQSCsgQJxBjEpaGH0,https://api.spotify.com/v1/tracks/1mTwxNQSCsgQJxBjEpaGH0,https://api.spotify.com/v1/audio-analysis/1mTwxNQSCsgQJxBjEpaGH0,366827,4,"['britpop', 'chamber pop', 'scottish indie']",pop
Wherever You Will Go,5QpaGzWp0hwB5faV8dkbAz,The Calling,5aMmmNxw4vgpc5XC6hK0zp,0.558,0.719,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027,audio_features,5QpaGzWp0hwB5faV8dkbAz,spotify:track:5QpaGzWp0hwB5faV8dkbAz,https://api.spotify.com/v1/tracks/5QpaGzWp0hwB5faV8dkbAz,https://api.spotify.com/v1/audio-analysis/5QpaGzWp0hwB5faV8dkbAz,208600,4,"['neo mellow', 'pop rock']",pop
Wicked Game,390AWnOn2rfe9FzQjYmxIH,Chris Isaak,7290H8m1Dwt8G7jm1y9CQx,0.667,0.548,9,-7.802,1,0.0262,0.744,0.0122,0.0946,0.29,112.549,audio_features,390AWnOn2rfe9FzQjYmxIH,spotify:track:390AWnOn2rfe9FzQjYmxIH,https://api.spotify.com/v1/tracks/390AWnOn2rfe9FzQjYmxIH,https://api.spotify.com/v1/audio-analysis/390AWnOn2rfe9FzQjYmxIH,286880,4,['mellow gold'],mellow gold
A Thousand Miles,6Qm9MaditCcx5V62rVHYqu,Vanessa Carlton,5ILrArfIV0tMURcHJN8Q07,0.488,0.833,11,-3.876,1,0.0387,0.273,0.0,0.192,0.257,94.841,audio_features,6Qm9MaditCcx5V62rVHYqu,spotify:track:6Qm9MaditCcx5V62rVHYqu,https://api.spotify.com/v1/tracks/6Qm9MaditCcx5V62rVHYqu,https://api.spotify.com/v1/audio-analysis/6Qm9MaditCcx5V62rVHYqu,237440,4,"['lilith', 'neo mellow', 'piano rock', 'pop rock', 'post-teen pop']",rock
Bad Day,0mUyMawtxj1CJ76kn9gIZK,Daniel Powter,7xTcuBOIAAIGDOSvwYFPzk,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,audio_features,0mUyMawtxj1CJ76kn9gIZK,spotify:track:0mUyMawtxj1CJ76kn9gIZK,https://api.spotify.com/v1/tracks/0mUyMawtxj1CJ76kn9gIZK,https://api.spotify.com/v1/audio-analysis/0mUyMawtxj1CJ76kn9gIZK,233640,4,"['canadian pop', 'neo mellow', 'pop rock']",pop
Over You,7mXmxXLAnsvXKt4Q37KoMI,Daughtry,5P5FTygHyx2G57oszR3Wot,0.423,0.922,3,-2.6,1,0.0411,0.017,0.0,0.102,0.567,156.046,audio_features,7mXmxXLAnsvXKt4Q37KoMI,spotify:track:7mXmxXLAnsvXKt4Q37KoMI,https://api.spotify.com/v1/tracks/7mXmxXLAnsvXKt4Q37KoMI,https://api.spotify.com/v1/audio-analysis/7mXmxXLAnsvXKt4Q37KoMI,204853,4,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",rock
White Flag,4kbz7rHVbyjKasuuqelccQ,Dido,2mpeljBig2IXLXRAFO9AAs,0.512,0.525,5,-6.823,1,0.0401,0.327,3.3e-06,0.081,0.294,169.951,audio_features,4kbz7rHVbyjKasuuqelccQ,spotify:track:4kbz7rHVbyjKasuuqelccQ,https://api.spotify.com/v1/tracks/4kbz7rHVbyjKasuuqelccQ,https://api.spotify.com/v1/audio-analysis/4kbz7rHVbyjKasuuqelccQ,240040,4,"['dance pop', 'europop', 'lilith', 'neo mellow', 'pop rock']",pop
Barely Breathing,75HZ6Wxnw8xbgz6HU9kKCS,Duncan Sheik,3AO6RTDA16mg8czQI5Y9K0,0.482,0.807,0,-6.976,1,0.0457,0.0281,0.0,0.177,0.516,187.918,audio_features,75HZ6Wxnw8xbgz6HU9kKCS,spotify:track:75HZ6Wxnw8xbgz6HU9kKCS,https://api.spotify.com/v1/tracks/75HZ6Wxnw8xbgz6HU9kKCS,https://api.spotify.com/v1/audio-analysis/75HZ6Wxnw8xbgz6HU9kKCS,254547,4,['pop rock'],pop
Don't Cha,1gZ7i4qxXkHZb1r6eioaAP,The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,0.877,0.637,1,-3.493,0,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,audio_features,1gZ7i4qxXkHZb1r6eioaAP,spotify:track:1gZ7i4qxXkHZb1r6eioaAP,https://api.spotify.com/v1/tracks/1gZ7i4qxXkHZb1r6eioaAP,https://api.spotify.com/v1/audio-analysis/1gZ7i4qxXkHZb1r6eioaAP,272080,4,"['dance pop', 'girl group', 'pop']",pop
Cruise,0i5el041vd6nxrGEU8QRxy,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0,audio_features,0i5el041vd6nxrGEU8QRxy,spotify:track:0i5el041vd6nxrGEU8QRxy,https://api.spotify.com/v1/tracks/0i5el041vd6nxrGEU8QRxy,https://api.spotify.com/v1/audio-analysis/0i5el041vd6nxrGEU8QRxy,208960,4,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",country
I'm Yours,1EzrEOXmMH3G43AXT1y7pA,Jason Mraz,4phGZZrJZRo4ElhRtViYdl,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,audio_features,1EzrEOXmMH3G43AXT1y7pA,spotify:track:1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/tracks/1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/audio-analysis/1EzrEOXmMH3G43AXT1y7pA,242947,4,"['acoustic pop', 'dance pop', 'neo mellow', 'pop']",pop
You Were Meant For Me,6kBU9uWqar0Fw2Ws0he11A,Jewel,6FbDoZnMBTdhhhLuJBOOqP,0.582,0.33,6,-7.928,1,0.0347,0.791,1.48e-06,0.105,0.407,111.873,audio_features,6kBU9uWqar0Fw2Ws0he11A,spotify:track:6kBU9uWqar0Fw2Ws0he11A,https://api.spotify.com/v1/tracks/6kBU9uWqar0Fw2Ws0he11A,https://api.spotify.com/v1/audio-analysis/6kBU9uWqar0Fw2Ws0he11A,254480,4,"['alaska indie', 'ectofolk', 'lilith', 'permanent wave', 'pop rock', 'singer-songwriter']",rock
All of Me,3U4isOIWM3VvDubwSI3y7a,John Legend,5y2Xq6xcjJb2jVM54GHK3t,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,audio_features,3U4isOIWM3VvDubwSI3y7a,spotify:track:3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,269560,4,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",pop
Love Me Again,5VSCgNlSmTV2Yq5lB40Eaw,John Newman,34v5MVKeQnIo0CWYMbbrPf,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,audio_features,5VSCgNlSmTV2Yq5lB40Eaw,spotify:track:5VSCgNlSmTV2Yq5lB40Eaw,https://api.spotify.com/v1/tracks/5VSCgNlSmTV2Yq5lB40Eaw,https://api.spotify.com/v1/audio-analysis/5VSCgNlSmTV2Yq5lB40Eaw,239894,4,['dance pop'],pop
Bleeding Love,7wZUrN8oemZfsEd1CGkbXE,Leona Lewis,5lKZWd6HiSCLfnDGrq9RAm,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,audio_features,7wZUrN8oemZfsEd1CGkbXE,spotify:track:7wZUrN8oemZfsEd1CGkbXE,https://api.spotify.com/v1/tracks/7wZUrN8oemZfsEd1CGkbXE,https://api.spotify.com/v1/audio-analysis/7wZUrN8oemZfsEd1CGkbXE,262467,4,"['british soul', 'dance pop', 'pop', 'talent show']",pop
